Entered_By,QAQC_By,Region,Site,Plot_ID,Target_Species,No_Target_Whelks_In_Plot,No_Whelks_Added,Added_Whelk_IDs,Deploy_Date,Survey_Date,Days_Deployed,Weeks_Deployed,Survey_By,Recorded_By,Bare_Space,Whelk_Eggs,Acorn_Barnacle_Cover,Dead_Acorn_Barnacle_Cover,Gooseneck_Barnacle_Cover,Gooseneck_Barnacle_Count,Dead_Gooseneck_Barnacle_Cover,Dead_Gooseneck_Barnacle_Count,Drilled_Gooseneck_Barnacle_Count,Thatched_Barnacle_Semibalanus_spp,Volcano_Barnacle_T._rubescens,California_Mussel_M._californianus_Cover,California_Mussel_M._californianus_Count,Dead_M._californianus_Cover,Dead_M._californianus_Count,Drilled_M._californianus_Count,Adam's_Mussel_Brachidontes,Mediterranean_Mussel_M._galloprovincialis_Cover,Mediterranean_Mussel_M._galloprovincialis_Count,Dead_M._galloprovincialis_Cover,Dead_M._galloprovincialis_Count,Drilled_M._galloprovincialis_Count,"Bay_Mussel_
M._trossulus",Oyster,Tubeworm,Aggregating_Anemone_A._elegantissima,Sunburst_Anemone_A._sola,Brooding_Anemone_E._prolifera,Sandcastle_Worms_P._californica,Encrusting_bryozoan,Coralline_algae_Articulated,Coralline_algae_Encrusting,Wine_Crust_Hildenbrandia,Fleshy_Crust_Petrocelis,Brown_Crust_Ralfsia,Hornweed_Ceramium,Lawn_Algae_Chondracanthus,Sea_Potato_Colpomenia,Turfweed_Endocladia,Gelidium,Laurencia,Leathesia,Turkish_Washcloth_Mastocarpus,Mazzaella_leptorhyncos,Mazzaella_splendens,Petalonia,Porphyra,Sea_lettuce_Ulva_spp.,Surfgrass_Phyllospadix,Biofilm,Egregia menziesii,Colpomenia,Angled_Unicorn_Whelk_A._spirata_Cover,Angled_Unicorn_Whelk_A._spirata_Count,Dark_Unicorn_Whelk_M._lugubris_Cover,Dark_Unicorn_Whelk_M._lugubris_Count,Channeled_Whelk_N._canaliculata,Emarginate_Whelk_N._emarg_ost,Poulsons_Dwarf_Triton_R._poulsoni,Spotted_Thorn_Drupe_A._punctualta,Graceful_Rocksnail_O._gracillima,Lurid_Rocksnail_O._lurida,Fringed_Dogwhelk_N._lamellosa,Olive_Snail_Olivella,Periwinkle_Snails_Littorina_spp.,Turban_Snails_Tegula_sp.,Chitons,Limpets_Small_Lottia_spp.,Owl_Limpet_L._gigantea,Hermit_Crab_Pagurus_spp,Lined_Shore_Crab_Pachygrapsus,Purple_Crab_Hemigrapsus,Brittle_Star_Ophiuroid,Ochre_Star_Pisaster,Errant_Polychaete,Notes
DD,JL,Baja,Punta Morro,1 Whelk,M,1,0,NA,5/13/2023,6/24/2023,42,6,JL,JL,31,0,30,5,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0.1,0,10,0.1,12,0,0.5,0,0,0,0,
DD,JL,Baja,Punta Morro,Partial,M,5,0,NA,5/13/2023,6/24/2023,42,6,JL,JL,77,0,5,60,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0.5,0,3,0.5,0,0,0,0,0,0,0,
DD,JL,Baja,Campo Kennedy,24 Whelk,M,22,2,"134,135",5/12/2023,6/25/2023,43,6,JL,JL,50,0,3,35,2,4,0,0,0,0,10,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,
DD,JL,Baja,Campo Kennedy,12 Whelk,M,10,2,"136,137",5/12/2023,6/25/2023,43,6,JL,JL,20,0,8,32,0,0,0,0,0,0,5,15,47,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,
DD,JL,Baja,Campo Kennedy,6 Whelk,M,6,0,NA,5/12/2023,6/25/2023,43,6,JL,JL,50,0,5,30,1,2,0,0,0,0,3,10,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,
DD,JL,Baja,Campo Kennedy,3 Whelk,M,3,0,NA,5/12/2023,6/25/2023,43,6,JL,JL,40,0,13,37,3,5,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,
DD,JL,Baja,Campo Kennedy,No Cage,M,0,0,NA,5/12/2023,6/25/2023,43,6,JL,JL,60,0,1,10,3,11,0,0,0,0,2,18,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,2,0,0,0,0,0,0,
DD,JL,Baja,Campo Kennedy,1 Whelk,M,1,0,NA,5/12/2023,6/25/2023,43,6,JL,JL,55,0,10,30,0.1,1,0,0,0,0,4,25,176,0.1,2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0.5,0,0.1,0.5,0,0,1,0,0,0,0,
DD,JL,Baja,Campo Kennedy,0 Whelk,M,0,0,NA,5/12/2023,6/25/2023,43,6,JL,JL,55,0,42,3,3,0,0,0,0,0,15,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.1,0.5,0,0,0.5,0,0,0,0,
DD,JL,Baja,Campo Kennedy,Partial,M,6,0,NA,5/12/2023,6/25/2023,43,6,JL,JL,60,0,15,60,4,7,0,0,0,0,0,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0.5,0,0,0,0,
RB,SS,SoCal,Dana Point,12 Whelk,M,12,0,NA,5/24/2023,7/7/2023,44,6,RB,KS,5,0,8,35,0,0,0,0,0,0,0,35,228,5,11,9,0,0,0,0,0,0,0,0.8,2,5,0,0,0,0,0,0.2,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,14,12,0,0,0,0,0,0,0,0,1,0,4,0.5,0,0,2,0,0,0,0,
RB,SS,SoCal,Dana Point,6 Whelk,M,6,0,NA,5/24/2023,7/7/2023,44,6,RB,KS,15,0,10,5,6,10,0,0,0,0,0,65,478,5,9,5,0.2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.2,0.4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,8,6,0,0,0,0,0,0,0,0,0,0,4,0.3,0,0,2,0,0,0,0,
RB,SS,SoCal,Dana Point,3 Whelk,M,3,0,NA,5/24/2023,7/7/2023,44,6,RB,KS,30,0,5,15,0,0,0,0,0,0,0,35,367,5,9,4,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,3,0.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,2,0,4,1,0,0,3,0,0,0,0,
RB,SS,SoCal,Dana Point,1 Whelk,M,1,0,NA,5/24/2023,7/7/2023,44,6,RB,KS,45,0,5,15,0,0,0,0,0,0,0,30,222,1,2,0,0.5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0.8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,0,0,0,0,0,0,0,0,0.1,0,3,0.4,0,0,1,0,0,0,0,
RB,SS,SoCal,Dana Point,0 Whelk,M,0,0,NA,5/24/2023,7/7/2023,44,6,RB,KS,30,0,10,5,2,4,0,0,0,0,0,31,239,3,4,0,0.5,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0.1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,5,0.5,0,0,0,0,0,0,0,
RB,SS,SoCal,Dana Point,No Cage,M,0,0,NA,5/24/2023,7/7/2023,44,6,RB,KS,45,0,14,6,2,3,0,0,0,0,0,15,42,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,5,0.5,0,0,0,0,0,0,0,
RB,SS,SoCal,Dana Point,Partial,M,0,0,NA,5/24/2023,7/7/2023,44,6,RB,KS,15,0,10,10,5,6,0,0,0,0,0,42,289,1,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,4,0,0,0,0,
RB,SS,SoCal,Dana Point,12 Whelk,M,12,0,NA,5/24/2023,7/18/2023,55,8,RB,KS,10,0,10,35,0,0,0,0,0,0,0,30,203,5,8,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.3,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,14,12,0,0,0,0,0,0,0,0,0.3,0,6,0.5,0,0,3,0,0,0,0,
RB,SS,SoCal,Dana Point,3 Whelk,M,3,0,NA,5/24/2023,7/18/2023,55,8,RB,KS,20,0,2,13,0,0,0,0,0,0,0,38,257,2,3,2,0.5,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0.5,0.3,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0.4,0,4,0.2,0,0,1,0,0,0,0,
RB,SS,SoCal,Dana Point,6 Whelk,M,5,0,NA,5/24/2023,7/18/2023,55,8,RB,KS,15,0,14,6,8,10,0,0,0,0,0,60,450,5,9,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.5,0,0.3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0.1,0,3,0.5,0,0,1,0,0,0,0,
RB,SS,SoCal,Dana Point,1 Whelk,M,1,0,NA,5/24/2023,7/18/2023,55,8,RB,KS,40,0,10,10,0,0,0,0,0,0,0,35,182,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0.6,0,0,0,0,0,0,0,
RB,SS,SoCal,Dana Point,0 Whelk,M,0,0,NA,5/24/2023,7/18/2023,55,8,RB,KS,40,0,18,2,2,4,0,0,0,0,0,33,210,2,2,0,0,0,0,0,0,0,0,0,0.5,4,0,0,0,0,0,0.5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0.3,0,5,0,0,0,0.5,0,0,0,0,
RB,SS,SoCal,Dana Point,Partial,M,0,0,NA,5/24/2023,7/18/2023,55,8,RB,KS,25,0,15,3,4,7,0,0,0,0,0,40,184,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0.4,0,4,0.5,0,0,4,0,0,0,0,
RB,SS,SoCal,Dana Point,No Cage,M,0,0,NA,5/24/2023,7/18/2023,55,8,RB,KS,45,0,15,5,2,3,0,0,0,0,0,25,40,0,0,0,0.5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1,0,0,0,0,0,0,0,0,0,0,0.2,0,3,0.5,0,0,0,0,0,0,0,
RB,SS,SoCal,Scripps,12 Whelk,M,12,0,NA,5/29/2023,7/8/2023,40,6,RB,HH,60,0,3,7,15,49,0,0,0,0,0,6,12,2,2,2,0,8,29,5,7,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,0,0,4,0.5,0.5,0.8,3,0,2,0,0,0,0,
RB,SS,SoCal,Scripps,6 Whelk,M,6,0,NA,5/29/2023,7/8/2023,40,6,RB,HH,45,0,2,13,0.5,3,0,0,0,0,0,6,10,0,0,0,1,5,12,1,4,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0.8,4,1,3,0,0,2,0,0,0,0,
RB,SS,SoCal,Scripps,3 Whelk,M,3,0,NA,5/29/2023,7/8/2023,40,6,RB,HH,30,0,3,12,0.5,1,0,0,0,0,0,6,9,0,0,0,0,6,19,1,1,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0.8,1,0,2,0,0,0.7,0,0,0,0,
RB,SS,SoCal,Scripps,1 Whelk,M,1,0,NA,5/29/2023,7/8/2023,40,6,RB,HH,45,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,5,0,0,0,0,0,0.5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,5,0,0,1,0,0,0,0,
RB,SS,SoCal,Scripps,No Cage,M,0,0,NA,5/29/2023,7/8/2023,40,6,RB,HH,45,0,5,5,0,0,0,0,0,0,0,5,7,0,0,0,0,10,21,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,
RB,SS,SoCal,Scripps,0 Whelk,M,0,0,NA,5/29/2023,7/8/2023,40,6,RB,HH,35,0,12,13,3,8,0,0,0,0,0,4,10,0,0,0,0,6,26,0,0,0,0,2,0,20,0,0,0,0,0,4,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,0,0,0,0,0,0,0,
RB,SS,SoCal,Scripps,Partial,M,0,0,NA,5/29/2023,7/8/2023,40,6,RB,HH,45,0,10,15,0.5,1,0,0,0,0,0,9,30,0,0,0,0,7,21,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,5,3,0,0,0,0,0,0,
RB,SS,SoCal,Scripps,6 Whelk,M,6,0,NA,5/29/2023,7/20/2023,52,8,RB,EN,50,0,2,13,1,2,0,0,0,0,0,8,11,1,1,1,0.5,6,12,3,3,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0.5,4,1,4,0,0,2,0,0,0,0,
RB,SS,SoCal,Scripps,12 Whelk,M,12,0,NA,5/29/2023,7/20/2023,52,8,RB,EN,40,0,1,8,15,52,0,0,0,0,0,8,11,2,1,1,0,7,29,5,13,10,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0.3,1,2,1,2,0,2,0,0,0,0,
RB,SS,SoCal,Scripps,1 Whelk,M,1,0,NA,5/29/2023,7/20/2023,52,8,RB,EN,45,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,0,0,0,0,0,0,4,0,0,0,0,0,0.8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,1,5,0,0,0,0,0,0,0,
RB,SS,SoCal,Scripps,3 Whelk,M,2,0,NA,5/29/2023,7/20/2023,52,8,RB,EN,30,0,1,14,0.5,1,0,0,0,0,0,5,7,0,0,0,0.2,10,26,1,2,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,
RB,SS,SoCal,Scripps,Partial,M,0,0,NA,5/29/2023,7/20/2023,52,8,RB,EN,40,0,14,6,0.5,1,0,0,0,0,0,8,26,0,0,0,0,6,33,0,0,0,0,0,0,15,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,2,0,1,0,0,0,0,
RB,SS,SoCal,Scripps,No Cage,M,0,0,NA,5/29/2023,7/20/2023,52,8,RB,EN,40,0,6,4,1,2,0,0,0,0,0,4,6,0,0,0,0,8,24,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,
RB,SS,SoCal,Scripps,0 Whelk,M,0,0,NA,5/29/2023,7/20/2023,52,8,RB,EN,30,0,13,9,3,8,0,0,0,0,0,7,10,0,0,0,0,8,26,0,0,0,0,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,2,0,0,0,0,
RB,SS,SoCal,Scripps,12 Whelk,As,12,12,"355, 358, 229, 354, 350, 352, 356, 227, 353, 228, 351, 235",7/21/2023,7/21/2023,0,0,RB,EN,20,0,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,
RB,SS,SoCal,Scripps,3 Whelk,As,3,3,"359, 232, 231",7/21/2023,7/21/2023,0,0,RB,EN,25,0,55,5,0,0,0,0,0,0,0.5,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,
RB,SS,SoCal,Scripps,1 Whelk,As,1,1,230,7/21/2023,7/21/2023,0,0,RB,EN,30,0,47,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0,2,9,4,0,0,0,0,0,0,
RB,SS,SoCal,Scripps,No Cage,As,4,0,NA,7/21/2023,7/21/2023,0,0,RB,EN,40,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,
RB,SS,SoCal,Scripps,Partial,As,1,0,NA,7/21/2023,7/21/2023,0,0,RB,EN,35,0,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,
RB,SS,SoCal,Scripps,6 Whelk,As,6,6,"237, 238, 236, 239, 234, 233",7/21/2023,7/21/2023,0,0,RB,EN,35,0,45,15,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1,6,0,0,0,0,0,0,0,
RB,SS,SoCal,Scripps,0 Whelk,As,0,0,NA,7/21/2023,7/21/2023,0,0,RB,EN,15,0,65,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,3,0,0,0,0,0,0,0,
RB,SS,SoCal,Dana Point,No Cage,As,0,0,NA,7/19/2023,7/19/2023,0,0,RB,RB,5,0,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,
RB,SS,SoCal,Dana Point,Partial,As,0,0,NA,7/19/2023,7/19/2023,0,0,RB,RB,35,0,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,
RB,SS,SoCal,Dana Point,0 Whelk,As,0,0,NA,7/19/2023,7/19/2023,0,0,RB,RB,10,0,70,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,
RB,SS,SoCal,Dana Point,1 Whelk,As,1,1,225,7/19/2023,7/19/2023,0,0,RB,RB,30,0,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,
RB,SS,SoCal,Dana Point,3 Whelk,As,3,3,"226, 349, 220",7/19/2023,7/19/2023,0,0,RB,RB,20,0,60,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
RB,SS,SoCal,Dana Point,12 Whelk,As,12,12,"338, 336, 339, 337, 216, 341, 342, 219, 340, 343, 215, 218",7/19/2023,7/19/2023,0,0,RB,RB,10,0,65,10,0,0,0,0,0,0,0,2,2,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0.4,0,1,4,0,0,0,0,0,0,0,
RB,SS,SoCal,Dana Point,6 Whelk,As,3,6,"346, 347, 344, 345, 217, 348",7/19/2023,7/19/2023,0,0,RB,RB,30,0,40,5,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0.2,0,1,1,0,0,0,0,0,0,0,
RB,SS,SoCal,Dana Point,12 Whelk,As,9,9,"360, 361, 362, 363, 364, 365, 366, 368, 396",7/19/2023,8/3/2023,15,2,RB,RB,10,0,60,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0.2,0,0.5,5,0,0,0.4,0,0,0,0,6 of the whelks initially in the cage were not tagged. All untagged whelks removed and 9 tagged whelks replaced
RB,SS,SoCal,Dana Point,0 Whelk,As,0,0,NA,7/19/2023,8/3/2023,15,2,RB,RB,15,0,60,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0.5,0,2,0,0,0,0,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,
RB,SS,SoCal,Dana Point,1 Whelk,As,0,1,NA,7/19/2023,8/3/2023,15,2,RB,RB,25,0,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,
RB,SS,SoCal,Dana Point,3 Whelk,As,0,3,"395, 397, 399",7/19/2023,8/3/2023,15,2,RB,RB,20,0,63,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,5,0,0,1,0,0,0,0,
RB,SS,SoCal,Dana Point,6 Whelk,As,4,2,"392, 393",7/19/2023,8/3/2023,15,2,RB,RB,25,0,38,7,0,0,0,0,0,0.4,0,4,6,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.2,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0.3,0,0.5,6,0,0,2,0,0,0,0,"1 tagged whelk found and replaced in cage, so only added 2 new whelks"
RB,SS,SoCal,Dana Point,Partial,As,2,0,NA,7/19/2023,8/3/2023,15,2,RB,RB,30,0,53,7,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,
