Entered_By,QAQC_By,Region,Site,Survey_Date,Vert_Transect_Dist_m,Quad_Dist_m,Species,Total_Length,Timed_Count_Conducted,In_Timed_Count,Remote_ID,Whelk_TH_m,Notes
RB,SS,NorCal,Mussel Rock,6/23/2023,17,3.14,Ne,19.1,Y,N,NA,1.33,
RB,SS,NorCal,Mussel Rock,6/23/2023,17,3.14,Ne,20.65,Y,N,NA,1.33,
RB,SS,NorCal,Mussel Rock,6/23/2023,17,3.14,Ne,19,Y,N,NA,1.33,
RB,SS,NorCal,Mussel Rock,6/23/2023,17,3.14,Ne,13.5,Y,N,NA,1.33,
RB,SS,NorCal,Mussel Rock,6/23/2023,17,3.14,Ne,19.6,Y,N,NA,1.33,
RB,SS,NorCal,Mussel Rock,6/23/2023,17,3.14,Ne,17.2,Y,N,NA,1.33,
RB,SS,NorCal,Mussel Rock,6/23/2023,17,3.14,Ne,20.9,Y,N,NA,1.33,
RB,SS,NorCal,Mussel Rock,6/23/2023,17,3.14,Ne,18.85,Y,N,NA,1.33,
RB,SS,NorCal,Mussel Rock,6/23/2023,17,3.14,Nc,19.5,Y,N,NA,1.33,
RB,SS,NorCal,Mussel Rock,6/23/2023,17,3.14,Nc,19.1,Y,N,NA,1.33,
RB,SS,NorCal,Mussel Rock,6/23/2023,17,3.39,Nc,13.75,Y,N,NA,1.08,
RB,SS,NorCal,Mussel Rock,6/23/2023,17,3.39,Ne,17.75,Y,N,NA,1.08,
RB,SS,NorCal,Mussel Rock,6/23/2023,17,3.39,Ne,12.2,Y,N,NA,1.08,
RB,SS,NorCal,Mussel Rock,6/23/2023,6,1.9,Ne,19.1,Y,N,NA,1.47,
RB,SS,NorCal,Mussel Rock,6/23/2023,6,2.3,Ne,15.4,Y,N,NA,1.22,
RB,SS,NorCal,Mussel Rock,6/23/2023,6,2.3,Ne,12.9,Y,N,NA,1.22,
RB,SS,NorCal,Mussel Rock,6/23/2023,6,2.3,Ne,17.1,Y,N,NA,1.22,
RB,SS,NorCal,Mussel Rock,6/23/2023,6,2.3,Ne,15.5,Y,N,NA,1.22,
RB,SS,NorCal,Mussel Rock,6/23/2023,6,2.3,Ne,15.7,Y,N,NA,1.22,
RB,SS,NorCal,Mussel Rock,6/23/2023,6,2.3,Ne,11.8,Y,N,NA,1.22,
RB,SS,NorCal,Mussel Rock,6/23/2023,6,2.3,Ne,16,Y,N,NA,1.22,
RB,SS,NorCal,Mussel Rock,6/23/2023,6,2.3,Ne,18.4,Y,N,NA,1.22,
RB,SS,NorCal,Mussel Rock,6/23/2023,6,2.3,Ne,15.5,Y,N,NA,1.22,
RB,SS,NorCal,Mussel Rock,6/23/2023,6,2.3,Ne,11.95,Y,N,NA,1.22,
RB,SS,NorCal,Mussel Rock,6/23/2023,6,2.3,Ne,17.5,Y,N,NA,1.22,
RB,SS,NorCal,Mussel Rock,6/23/2023,6,2.3,Ne,16.3,Y,N,NA,1.22,
RB,SS,NorCal,Mussel Rock,6/23/2023,6,2.3,Ne,14,Y,N,NA,1.22,
RB,SS,NorCal,Mussel Rock,6/23/2023,6,2.3,Ne,13.3,Y,N,NA,1.22,
RB,SS,NorCal,Mussel Rock,6/23/2023,6,2.3,Ne,9,Y,N,NA,1.22,
RB,SS,NorCal,Mussel Rock,6/23/2023,6,2.3,Ne,12.3,Y,N,NA,1.22,
RB,SS,NorCal,Mussel Rock,6/23/2023,5,3.3,Ne,18.2,Y,N,NA,1.34,
RB,SS,NorCal,Mussel Rock,6/23/2023,5,3.3,Ne,15.75,Y,N,NA,1.34,
RB,SS,NorCal,Mussel Rock,6/23/2023,5,3.3,Ne,18.8,Y,N,NA,1.34,
RB,SS,NorCal,Mussel Rock,6/23/2023,5,3.3,Ne,17.1,Y,N,NA,1.34,
RB,SS,NorCal,Mussel Rock,6/23/2023,5,3.3,Ne,15.4,Y,N,NA,1.34,
RB,SS,NorCal,Mussel Rock,6/23/2023,5,3.3,Nc,18.6,Y,N,NA,1.34,
RB,SS,NorCal,Mussel Rock,6/23/2023,5,0.6,Ne,18.3,Y,N,NA,1.84,
RB,SS,NorCal,Mussel Rock,6/23/2023,7,2.73,Ne,16.1,Y,N,NA,1.06,
RB,SS,NorCal,Mussel Rock,6/23/2023,7,2.46,Ne,15.6,Y,N,NA,1.31,
RB,SS,NorCal,Mussel Rock,6/23/2023,7,2.46,Ne,12.2,Y,N,NA,1.31,
RB,SS,NorCal,Mussel Rock,6/23/2023,7,2.46,Ne,14.25,Y,N,NA,1.31,
RB,SS,NorCal,Mussel Rock,6/23/2023,7,0,Ne,20,Y,N,NA,1.81,
RB,SS,NorCal,Mussel Rock,6/23/2023,7,0,Ne,12,Y,N,NA,1.81,
RB,SS,NorCal,Mussel Rock,6/23/2023,7,0,Ne,20.3,Y,N,NA,1.81,
RB,SS,NorCal,Mussel Rock,6/23/2023,7,0,Ne,14,Y,N,NA,1.81,
RB,SS,NorCal,Sea Ranch,6/17/2023,22,5,Ne,12.3,Y,N,NA,1.22,
RB,SS,NorCal,Sea Ranch,6/17/2023,22,3.74,Ne,16.1,Y,N,NA,1.72,
RB,SS,NorCal,Sea Ranch,6/17/2023,22,1.18,Ne,14.5,Y,N,NA,1.97,
RB,SS,NorCal,Sea Ranch,6/17/2023,22,1.18,Ne,12.9,Y,N,NA,1.97,
RB,SS,NorCal,Sea Ranch,6/17/2023,22,1.18,Ne,12.9,Y,N,NA,1.97,
RB,SS,NorCal,Sea Ranch,6/17/2023,22,1.18,Ne,13,Y,N,NA,1.97,
RB,SS,NorCal,Sea Ranch,6/17/2023,15,2.34,Ne,16.6,Y,N,NA,1.55,
RB,SS,NorCal,Sea Ranch,6/17/2023,15,2.34,Ne,19,Y,N,NA,1.55,
RB,SS,NorCal,Sea Ranch,6/17/2023,15,2.34,Ne,17.9,Y,N,NA,1.55,
RB,SS,NorCal,Sea Ranch,6/17/2023,15,2.34,Ne,17.7,Y,N,NA,1.55,
RB,SS,NorCal,Sea Ranch,6/17/2023,20,2.45,Ne,20.7,Y,N,NA,1.43,
RB,SS,NorCal,Sea Ranch,6/17/2023,20,2.45,Ne,21.8,Y,N,NA,1.43,
RB,SS,NorCal,Sea Ranch,6/17/2023,20,2.45,Ne,11,Y,N,NA,1.43,
RB,SS,NorCal,Sea Ranch,6/17/2023,20,2.45,Nc,6.9,Y,N,NA,1.43,
RB,SS,NorCal,Sea Ranch,6/17/2023,20,0.81,Ne,23.4,Y,N,NA,1.93,
RB,SS,NorCal,Mendocino North,6/19/2023,25,1.93,As,26.7,Y,N,NA,0.75,
RB,SS,NorCal,Mendocino North,6/19/2023,25,1.93,Nl,27.8,Y,N,NA,0.75,
RB,SS,NorCal,Mendocino North,6/19/2023,25,1.55,Ol,NA,Y,N,NA,1,Forgot to measure whelk
RB,SS,NorCal,Mendocino North,6/19/2023,25,1,Ne,13,Y,N,NA,1.5,
RB,SS,NorCal,Mendocino North,6/19/2023,25,1,Ne,13.8,Y,N,NA,1.5,
RB,SS,NorCal,Mendocino North,6/19/2023,25,1,Ne,28.7,Y,N,NA,1.5,
RB,SS,NorCal,Mendocino North,6/19/2023,25,0.3,Ne,20.2,Y,N,NA,1.75,
RB,SS,NorCal,Mendocino North,6/19/2023,25,0.3,Ne,17.9,Y,N,NA,1.75,
RB,SS,NorCal,Mendocino North,6/19/2023,25,0.3,Ne,16.2,Y,N,NA,1.75,
RB,SS,NorCal,Mendocino North,6/19/2023,25,0.3,Ne,19.1,Y,N,NA,1.75,
RB,SS,NorCal,Mendocino North,6/19/2023,25,0.3,Ne,16.6,Y,N,NA,1.75,
RB,SS,NorCal,Mendocino North,6/19/2023,25,0.3,Ne,15.9,Y,N,NA,1.75,
RB,SS,NorCal,Mendocino North,6/19/2023,25,0.3,Ne,21.5,Y,N,NA,1.75,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.7,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,29.3,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,28.7,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,29.45,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.7,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,28.75,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,30.25,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,28.6,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,28.15,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,28,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,28.75,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,29.4,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.1,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.7,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,26,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,28.15,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,29.95,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,28.9,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.55,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,30.4,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.35,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,28.9,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.2,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.4,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.75,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,28.65,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,26.2,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.6,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,28.45,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,29,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,25.7,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.7,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,26.7,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,28.2,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.45,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,26.2,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,26.4,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,26.1,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.25,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.35,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,28.3,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,28.2,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,26.3,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,23.5,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,29.6,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.6,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,26.8,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,26.3,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,29.9,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,28.3,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,28.3,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,29.1,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,26.85,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.8,Y,Y,NA,0.34,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,26.5,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,26.3,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.2,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,26.8,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.6,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.6,Y,Y,NA,0.31,
SS,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.6,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,26.1,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,28.1,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,26.1,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.8,Y,Y,NA,0.31,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.6,Y,Y,NA,0.37,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,28,Y,Y,NA,0.37,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,25.8,Y,Y,NA,0.37,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.5,Y,Y,NA,0.37,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,24.5,Y,Y,NA,0.37,
RB,SS,NorCal,Mendocino North,6/19/2023,13,23.1,As,25.4,Y,N,NA,0.12,
RB,SS,NorCal,Mendocino North,6/19/2023,13,18.77,As,28.1,Y,N,NA,0.37,
RB,SS,NorCal,Mendocino North,6/19/2023,13,15.86,Ol,21.9,Y,N,NA,0.62,
RB,SS,NorCal,Mendocino North,6/19/2023,13,15.86,Nl,35.4,Y,N,NA,0.62,
RB,SS,NorCal,Mendocino North,6/19/2023,13,15.26,Ol,26.8,Y,N,NA,0.87,
RB,SS,NorCal,Mendocino North,6/19/2023,17,1.58,Ol,28.2,Y,N,NA,0.67,
RB,SS,NorCal,Mendocino North,6/19/2023,17,1.58,Ol,26.15,Y,N,NA,0.67,
RB,SS,NorCal,Mendocino North,6/19/2023,17,1.58,Ol,26.9,Y,N,NA,0.67,
RB,SS,NorCal,Mendocino North,6/19/2023,17,1.58,Ol,26.4,Y,N,NA,0.67,
RB,SS,NorCal,Mendocino North,6/19/2023,17,1.58,Ol,24.4,Y,N,NA,0.67,
RB,SS,NorCal,Mendocino North,6/19/2023,17,1.58,Ol,19.95,Y,N,NA,0.67,
RB,SS,NorCal,Mendocino North,6/19/2023,13,14.25,Ne,20.1,Y,N,NA,1.37,
RB,SS,NorCal,Mendocino North,6/19/2023,13,14.25,Ne,20,Y,N,NA,1.37,
RB,SS,NorCal,Mendocino North,6/19/2023,13,14.25,Ne,20.4,Y,N,NA,1.37,
RB,SS,NorCal,Mendocino North,6/19/2023,13,14.25,Ne,18.25,Y,N,NA,1.37,
RB,SS,NorCal,Mendocino North,6/19/2023,13,14.25,Ne,17.9,Y,N,NA,1.37,
RB,SS,NorCal,Mendocino North,6/19/2023,13,14.25,Ne,22.75,Y,N,NA,1.37,
RB,SS,NorCal,Mendocino North,6/19/2023,17,1.28,Ol,28.8,Y,N,NA,0.92,
RB,SS,NorCal,Mendocino North,6/19/2023,17,1.03,Ol,23.7,Y,N,NA,1.17,
RB,SS,NorCal,Mendocino North,6/19/2023,17,1.03,Ol,29.6,Y,N,NA,1.17,
RB,SS,NorCal,Mendocino North,6/19/2023,17,1.03,Ol,27,Y,N,NA,1.17,
RB,SS,NorCal,Mendocino North,6/19/2023,17,0,Ne,26,Y,N,NA,1.67,
RB,SS,NorCal,Mendocino North,6/19/2023,17,0,Ne,21.4,Y,N,NA,1.67,
RB,SS,NorCal,Mendocino North,6/19/2023,17,0,Ne,20.4,Y,N,NA,1.67,
RB,SS,NorCal,Mendocino North,6/19/2023,17,0,Ne,23.3,Y,N,NA,1.67,
RB,SS,NorCal,Mendocino North,6/19/2023,17,0,Ne,20.2,Y,N,NA,1.67,
RB,SS,NorCal,Mendocino North,6/19/2023,17,0,Ne,16.9,Y,N,NA,1.67,
RB,SS,NorCal,Mendocino North,6/19/2023,17,0,Ne,20.3,Y,N,NA,1.67,
RB,SS,NorCal,Mendocino North,6/19/2023,17,0,Ne,15.1,Y,N,NA,1.67,
RB,SS,NorCal,Mendocino North,6/19/2023,17,0,Ne,25.9,Y,N,NA,1.67,
RB,SS,NorCal,Mendocino North,6/19/2023,17,0,Ne,21.2,Y,N,NA,1.67,
RB,SS,NorCal,Mendocino North,6/19/2023,17,0,Ne,16.5,Y,N,NA,1.67,
RB,SS,NorCal,Mendocino North,6/19/2023,8,18.65,As,27.85,Y,N,NA,0.35,
RB,SS,NorCal,Mendocino North,6/19/2023,8,18.65,Ol,24.3,Y,N,NA,0.35,
RB,SS,NorCal,Mendocino North,6/19/2023,8,18.65,Ol,23.9,Y,N,NA,0.35,
RB,SS,NorCal,Mendocino North,6/19/2023,8,18.65,Ol,15.4,Y,N,NA,0.35,
RB,SS,NorCal,Mendocino North,6/19/2023,8,18.65,Ol,13.8,Y,N,NA,0.35,
RB,SS,NorCal,Mendocino North,6/19/2023,8,18.32,Ol,25.6,Y,N,NA,0.6,
RB,SS,NorCal,Mendocino North,6/19/2023,8,8.4,Ne,22.85,Y,N,NA,1.35,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,26.1,Y,Y,NA,0.85,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.7,Y,Y,NA,0.85,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,28,Y,Y,NA,0.85,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.6,Y,Y,NA,0.85,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,27.6,Y,Y,NA,0.85,
RB,SS,NorCal,Mendocino North,6/19/2023,NA,NA,As,26.65,Y,Y,NA,0.85,
RB,SS,NorCal,Mendocino South,6/20/2023,15,5.55,Nl,42.9,Y,N,NA,0.33,
RB,SS,NorCal,Mendocino South,6/20/2023,15,0.4,Ne,26.85,Y,N,NA,1.33,
RB,SS,NorCal,Mendocino South,6/20/2023,15,0.4,Ne,17.1,Y,N,NA,1.33,
RB,SS,NorCal,Mendocino South,6/20/2023,24,0.89,As,22.25,Y,N,NA,0.58,
RB,SS,NorCal,Mendocino South,6/20/2023,24,0,Ne,21.2,Y,N,NA,1.08,
RB,SS,NorCal,Mendocino South,6/20/2023,6,12.8,Nl,44,Y,N,NA,0.5,
RB,SS,NorCal,Mendocino South,6/20/2023,6,1.19,Ne,19.5,Y,N,NA,1.25,
RB,SS,NorCal,Mendocino South,6/20/2023,6,0,Ne,20.9,Y,N,NA,1.5,
RB,SS,NorCal,Mendocino South,6/20/2023,6,0,Ne,16.2,Y,N,NA,1.5,
RB,SS,NorCal,Mendocino South,6/20/2023,6,0,Ne,24.2,Y,N,NA,1.5,
RB,SS,NorCal,Mendocino South,6/20/2023,6,0,Ne,22.6,Y,N,NA,1.5,
RB,SS,NorCal,Mendocino South,6/20/2023,6,0,Ne,18.4,Y,N,NA,1.5,
RB,SS,NorCal,Mendocino South,6/20/2023,6,0,Ne,16.7,Y,N,NA,1.5,
RB,SS,NorCal,Mendocino South,6/20/2023,6,0,Ne,21.6,Y,N,NA,1.5,
RB,SS,NorCal,Mendocino South,6/20/2023,6,0,Ne,15.5,Y,N,NA,1.5,
RB,SS,NorCal,Mendocino South,6/20/2023,6,0,Ne,16.7,Y,N,NA,1.5,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25.4,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,26.1,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,27.2,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,26.7,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,28.6,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,26.7,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,26,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,27.6,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,27,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,26.5,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,27.2,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,26.5,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,27.85,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,24.4,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,26.85,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25.9,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,27.5,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25.9,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,26.5,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,26.1,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25.9,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,24.1,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,24.1,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,24.6,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,26.6,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25.6,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,27.7,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25.95,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,23,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,20.8,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25.9,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25.9,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,24.9,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25.25,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,24.7,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,26.2,Y,Y,NA,0.2,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25.4,Y,Y,NA,0.43,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25.15,Y,Y,NA,0.43,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,26.1,Y,Y,NA,0.59,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,28.3,Y,Y,NA,0.45,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,26.4,Y,Y,NA,0.45,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,22.5,Y,Y,NA,0.45,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,26.3,Y,Y,NA,0.45,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25,Y,Y,NA,0.45,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25.2,Y,Y,NA,0.45,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,24,Y,Y,NA,0.45,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25.8,Y,Y,NA,0.45,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,27.2,Y,Y,NA,0.45,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25.5,Y,Y,NA,0.45,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25.25,Y,Y,NA,0.45,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25,Y,Y,NA,0.41,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,24.35,Y,Y,NA,0.41,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,26.1,Y,Y,NA,0.41,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,26.2,Y,Y,NA,0.41,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,27,Y,Y,NA,0.41,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25.7,Y,Y,NA,0.41,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25,Y,Y,NA,0.41,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,23.1,Y,Y,NA,0.41,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,23.9,Y,Y,NA,0.41,
SS,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,23.3,Y,Y,NA,0.41,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25.5,Y,Y,NA,0.41,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25.4,Y,Y,NA,0.41,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,22.1,Y,Y,NA,0.47,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25.4,Y,Y,NA,0.47,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,27.3,Y,Y,NA,0.58,
RB,SS,NorCal,Mendocino South,6/20/2023,NA,NA,As,25.9,Y,Y,NA,0.58,
